,date,year,month,day,tmin(°C),tmax(°C),tavg(°C),precipitaciones(mm)
12469,1992-07-10,1992,7,10,-0.4,14.0,7.2,0.0
12470,1992-07-11,1992,7,11,5.4,18.2,11.8,0.0
12471,1992-07-12,1992,7,12,8.9,14.1,11.5,0.0
12472,1992-07-13,1992,7,13,5.5,9.6,7.8,0.0
12473,1992-07-14,1992,7,14,3.4,7.3,5.4,0.0
12474,1992-07-15,1992,7,15,-1.7,11.0,3.9,1.0
12475,1992-07-16,1992,7,16,1.9,6.3,4.7,0.0
12476,1992-07-17,1992,7,17,0.1,5.5,1.3,4.1
12477,1992-07-18,1992,7,18,-2.8,12.1,3.9,0.0
12478,1992-07-19,1992,7,19,-0.4,14.3,6.0,0.0
12479,1992-07-20,1992,7,20,1.2,7.3,4.7,0.0
12481,1992-07-22,1992,7,22,2.3,7.3,4.9,0.0
12483,1992-07-24,1992,7,24,-3.0,10.2,2.8,0.0
12489,1992-07-30,1992,7,30,5.9,10.5,7.6,0.0
12491,1992-08-01,1992,8,1,-3.6,13.4,4.7,0.0
12492,1992-08-02,1992,8,2,-0.8,12.1,5.6,0.0
12494,1992-08-04,1992,8,4,-0.1,16.3,8.2,0.0
12496,1992-08-06,1992,8,6,0.6,19.5,10.1,0.0
12498,1992-08-08,1992,8,8,-0.5,15.6,7.4,0.0
12500,1992-08-10,1992,8,10,0.8,16.0,9.3,0.0
12501,1992-08-11,1992,8,11,0.6,19.0,9.3,0.0
12502,1992-08-12,1992,8,12,0.6,20.0,9.9,0.0
12503,1992-08-13,1992,8,13,3.1,21.2,9.7,0.0
12510,1992-08-20,1992,8,20,6.0,24.0,15.0,0.0
12511,1992-08-21,1992,8,21,6.6,28.5,16.7,0.0
12512,1992-08-22,1992,8,22,8.3,21.8,15.1,0.0
12514,1992-08-24,1992,8,24,4.7,24.4,14.6,0.0
12515,1992-08-25,1992,8,25,4.1,25.3,15.9,0.0
12516,1992-08-26,1992,8,26,7.7,22.6,16.4,0.0
12517,1992-08-27,1992,8,27,8.1,22.5,16.6,0.0
12518,1992-08-28,1992,8,28,7.1,16.7,12.1,0.0
12519,1992-08-29,1992,8,29,5.1,13.4,8.0,0.0
12521,1992-08-31,1992,8,31,2.6,6.5,4.7,5.1
12522,1992-09-01,1992,9,1,3.4,7.8,5.6,3.0
12523,1992-09-02,1992,9,2,3.4,14.5,8.4,0.0
12524,1992-09-03,1992,9,3,2.1,18.6,9.7,0.0
12525,1992-09-04,1992,9,4,4.6,20.4,11.5,0.0
12527,1992-09-06,1992,9,6,3.2,18.7,11.1,0.0
12528,1992-09-07,1992,9,7,5.0,20.9,12.8,0.0
12529,1992-09-08,1992,9,8,13.0,20.9,16.7,0.0
12530,1992-09-09,1992,9,9,11.0,19.3,14.4,15.0
12531,1992-09-10,1992,9,10,8.0,20.6,14.6,0.0
12532,1992-09-11,1992,9,11,8.4,21.5,15.0,0.0
12533,1992-09-12,1992,9,12,7.5,18.4,12.2,3.0
12534,1992-09-13,1992,9,13,7.4,17.0,10.7,0.0
12535,1992-09-14,1992,9,14,6.5,23.0,14.1,0.0
12536,1992-09-15,1992,9,15,8.6,22.9,15.6,0.0
12537,1992-09-16,1992,9,16,9.6,30.1,18.7,0.0
12538,1992-09-17,1992,9,17,9.4,22.1,15.8,0.0
12544,1992-09-23,1992,9,23,5.6,19.3,12.4,0.0
12545,1992-09-24,1992,9,24,4.6,21.7,14.7,0.0
12546,1992-09-25,1992,9,25,5.1,17.1,12.5,0.0
12547,1992-09-26,1992,9,26,5.4,23.1,13.3,0.0
12549,1992-09-28,1992,9,28,7.6,29.7,19.0,0.0
12550,1992-09-29,1992,9,29,10.6,28.2,19.9,0.0
12551,1992-09-30,1992,9,30,11.6,30.2,21.0,0.0
12552,1992-10-01,1992,10,1,9.6,31.1,21.7,0.0
12553,1992-10-02,1992,10,2,9.2,24.7,18.0,0.0
12554,1992-10-03,1992,10,3,8.3,26.5,17.9,0.0
12556,1992-10-05,1992,10,5,12.0,22.1,15.8,0.0
12557,1992-10-06,1992,10,6,3.2,21.3,12.7,0.0
12558,1992-10-07,1992,10,7,7.2,23.5,15.4,0.0
12559,1992-10-08,1992,10,8,9.1,26.5,18.5,0.0
12561,1992-10-10,1992,10,10,13.9,21.9,17.3,0.0
12562,1992-10-11,1992,10,11,7.2,26.0,16.9,0.0
12563,1992-10-12,1992,10,12,6.9,28.0,18.9,0.0
12565,1992-10-14,1992,10,14,15.6,33.6,25.3,0.0
12566,1992-10-15,1992,10,15,17.4,27.2,23.2,0.0
12568,1992-10-17,1992,10,17,4.1,22.6,13.5,0.0
12569,1992-10-18,1992,10,18,10.4,26.5,18.1,0.0
12570,1992-10-19,1992,10,19,13.5,23.3,17.1,0.0
12571,1992-10-20,1992,10,20,12.3,23.3,17.4,0.0
12572,1992-10-21,1992,10,21,8.6,28.1,18.1,0.0
12573,1992-10-22,1992,10,22,10.8,30.9,21.9,0.0
12575,1992-10-24,1992,10,24,19.1,27.9,24.1,0.0
12576,1992-10-25,1992,10,25,13.6,31.6,23.1,0.0
12577,1992-10-26,1992,10,26,16.7,32.5,23.9,0.0
12578,1992-10-27,1992,10,27,15.1,26.1,21.8,0.0
12579,1992-10-28,1992,10,28,6.5,21.1,13.6,0.0
12580,1992-10-29,1992,10,29,9.7,26.2,17.4,0.0
12581,1992-10-30,1992,10,30,7.4,24.0,17.1,0.0
12583,1992-11-01,1992,11,1,13.3,29.7,21.5,0.0
12584,1992-11-02,1992,11,2,1.5999999999999979,29.8,15.7,0.0
12585,1992-11-03,1992,11,3,7.4,17.8,13.1,0.0
12586,1992-11-04,1992,11,4,2.7,20.8,12.4,0.0
12588,1992-11-06,1992,11,6,9.8,28.5,19.2,0.0
12590,1992-11-08,1992,11,8,16.8,28.5,23.8,0.0
12591,1992-11-09,1992,11,9,17.7,24.3,21.4,0.0
12592,1992-11-10,1992,11,10,14.1,24.5,19.2,3.0
12593,1992-11-11,1992,11,11,14.3,24.7,19.7,0.0
12594,1992-11-12,1992,11,12,13.3,26.8,19.8,0.0
12595,1992-11-13,1992,11,13,18.0,34.3,25.3,2.0
12596,1992-11-14,1992,11,14,11.7,29.7,20.9,2.0
12597,1992-11-15,1992,11,15,13.6,30.0,21.4,0.3
12598,1992-11-16,1992,11,16,16.8,29.4,23.8,0.0
12600,1992-11-18,1992,11,18,19.1,35.0,27.1,0.0
12601,1992-11-19,1992,11,19,20.2,30.6,26.6,0.0
12603,1992-11-21,1992,11,21,11.1,23.6,17.3,2.0
12604,1992-11-22,1992,11,22,9.3,14.9,12.4,1.0
12606,1992-11-24,1992,11,24,10.1,27.5,19.7,0.0
12607,1992-11-25,1992,11,25,12.2,24.2,17.2,21.1
12608,1992-11-26,1992,11,26,13.8,23.9,17.4,7.9
12609,1992-11-27,1992,11,27,15.2,22.0,19.1,0.0
12612,1992-11-30,1992,11,30,15.6,27.9,22.2,0.0
12613,1992-12-01,1992,12,1,17.4,27.8,22.8,0.0
12614,1992-12-02,1992,12,2,14.5,30.0,22.7,0.0
12615,1992-12-03,1992,12,3,18.4,27.3,22.2,0.0
12616,1992-12-04,1992,12,4,17.2,25.3,20.9,0.0
12619,1992-12-07,1992,12,7,17.1,32.5,24.9,0.0
12620,1992-12-08,1992,12,8,20.2,29.1,24.5,0.0
12621,1992-12-09,1992,12,9,17.6,25.5,21.5,0.0
12622,1992-12-10,1992,12,10,14.7,28.0,21.9,0.0
12624,1992-12-12,1992,12,12,18.8,28.7,23.9,0.3
12625,1992-12-13,1992,12,13,18.7,27.1,23.3,0.0
12626,1992-12-14,1992,12,14,18.0,29.2,22.8,0.0
12627,1992-12-15,1992,12,15,15.5,30.7,23.6,0.0
12628,1992-12-16,1992,12,16,13.8,30.6,22.4,0.3
12629,1992-12-17,1992,12,17,18.4,26.9,23.0,0.0
12630,1992-12-18,1992,12,18,15.6,32.0,23.1,0.0
12632,1992-12-20,1992,12,20,18.4,31.6,25.1,0.0
12635,1992-12-23,1992,12,23,18.7,28.2,24.0,0.3
12636,1992-12-24,1992,12,24,16.2,33.0,24.8,0.0
12637,1992-12-25,1992,12,25,18.8,34.9,27.5,0.0
12638,1992-12-26,1992,12,26,21.6,36.2,28.6,0.0
12639,1992-12-27,1992,12,27,22.3,30.5,26.2,0.5
12640,1992-12-28,1992,12,28,20.3,33.7,26.3,0.0
12641,1992-12-29,1992,12,29,18.2,30.1,23.9,7.9
12642,1992-12-30,1992,12,30,19.7,30.6,25.3,0.0
12643,1992-12-31,1992,12,31,15.8,25.5,19.8,3.0
12644,1993-01-01,1993,1,1,15.3,25.6,18.8,0.0
12645,1993-01-02,1993,1,2,18.8,31.7,24.8,0.0
12647,1993-01-04,1993,1,4,21.1,37.5,28.6,0.0
12649,1993-01-06,1993,1,6,23.3,33.1,28.1,0.0
12650,1993-01-07,1993,1,7,14.8,30.8,21.9,0.8
12651,1993-01-08,1993,1,8,11.2,29.5,19.8,8.9
12652,1993-01-09,1993,1,9,13.8,32.0,23.9,0.0
12653,1993-01-10,1993,1,10,16.9,35.3,27.0,0.0
12654,1993-01-11,1993,1,11,19.2,36.2,28.3,0.0
12655,1993-01-12,1993,1,12,21.9,32.0,26.6,0.0
12657,1993-01-14,1993,1,14,19.6,31.5,25.4,4.1
12658,1993-01-15,1993,1,15,20.7,34.5,27.7,0.0
12660,1993-01-17,1993,1,17,13.3,30.5,21.6,0.0
12661,1993-01-18,1993,1,18,15.2,31.7,24.6,0.0
12662,1993-01-19,1993,1,19,17.5,33.5,26.3,0.0
12663,1993-01-20,1993,1,20,20.0,35.3,28.0,0.0
12664,1993-01-21,1993,1,21,22.1,33.5,27.8,0.0
12665,1993-01-22,1993,1,22,18.2,33.4,25.9,3.0
12666,1993-01-23,1993,1,23,20.3,30.7,25.9,0.0
12668,1993-01-25,1993,1,25,13.5,31.6,23.6,23.1
12669,1993-01-26,1993,1,26,17.3,33.7,25.8,0.0
12671,1993-01-28,1993,1,28,20.2,31.7,26.6,0.0
12672,1993-01-29,1993,1,29,19.3,33.7,25.9,1.0
12673,1993-01-30,1993,1,30,18.8,34.3,24.7,0.0
12674,1993-01-31,1993,1,31,16.8,30.9,25.9,7.1
12675,1993-02-01,1993,2,1,15.3,32.7,24.4,0.0
12676,1993-02-02,1993,2,2,18.4,30.5,25.8,0.0
12679,1993-02-05,1993,2,5,20.3,32.1,26.4,0.0
12680,1993-02-06,1993,2,6,13.9,25.8,20.7,305.1
12681,1993-02-07,1993,2,7,11.5,21.8,15.2,8.9
12682,1993-02-08,1993,2,8,9.5,23.6,16.6,1.0
12683,1993-02-09,1993,2,9,11.4,31.5,21.2,0.0
12684,1993-02-10,1993,2,10,13.7,34.3,24.6,0.0
12685,1993-02-11,1993,2,11,15.9,32.5,24.8,0.0
12686,1993-02-12,1993,2,12,17.8,32.3,25.3,0.0
12687,1993-02-13,1993,2,13,16.9,34.6,26.0,0.0
12688,1993-02-14,1993,2,14,16.5,36.6,26.7,0.0
12689,1993-02-15,1993,2,15,16.7,36.8,27.3,0.0
12690,1993-02-16,1993,2,16,15.5,34.5,25.7,0.0
12691,1993-02-17,1993,2,17,18.5,34.9,27.3,0.0
12692,1993-02-18,1993,2,18,16.8,33.9,26.5,1.0
12693,1993-02-19,1993,2,19,18.1,34.9,27.1,0.0
12694,1993-02-20,1993,2,20,13.2,29.6,20.6,0.0
12695,1993-02-21,1993,2,21,14.8,25.0,17.7,0.0
12696,1993-02-22,1993,2,22,13.2,29.7,21.5,0.0
12697,1993-02-23,1993,2,23,16.8,31.3,24.2,0.0
12698,1993-02-24,1993,2,24,16.9,33.8,25.1,0.0
12700,1993-02-26,1993,2,26,15.6,30.1,22.6,5.1
12701,1993-02-27,1993,2,27,19.5,31.6,25.7,0.0
12702,1993-02-28,1993,2,28,18.9,28.8,23.4,5.1
12703,1993-03-01,1993,3,1,17.3,24.1,20.2,0.3
12704,1993-03-02,1993,3,2,15.3,26.7,21.0,0.5
12705,1993-03-03,1993,3,3,15.2,26.7,21.3,0.0
12706,1993-03-04,1993,3,4,17.2,27.5,22.6,0.0
12707,1993-03-05,1993,3,5,15.5,23.0,19.4,6.1
12708,1993-03-06,1993,3,6,11.9,23.9,18.1,19.1
12709,1993-03-07,1993,3,7,14.1,28.7,21.6,0.0
12710,1993-03-08,1993,3,8,15.0,32.2,23.6,0.0
12712,1993-03-10,1993,3,10,17.7,33.1,25.6,0.0
12713,1993-03-11,1993,3,11,19.1,32.2,25.9,0.0
12714,1993-03-12,1993,3,12,22.0,30.3,26.6,0.0
12715,1993-03-13,1993,3,13,21.2,31.2,26.3,0.0
12716,1993-03-14,1993,3,14,21.6,27.9,24.1,0.0
12718,1993-03-16,1993,3,16,19.8,30.0,23.4,0.0
12721,1993-03-19,1993,3,19,16.3,28.1,21.8,0.0
12722,1993-03-20,1993,3,20,14.4,24.6,18.3,0.0
12723,1993-03-21,1993,3,21,12.3,28.6,20.1,0.0
12725,1993-03-23,1993,3,23,16.7,34.1,25.1,0.0
12726,1993-03-24,1993,3,24,20.4,32.0,26.4,0.0
12727,1993-03-25,1993,3,25,18.6,32.6,26.3,0.0
12728,1993-03-26,1993,3,26,18.6,34.5,26.5,0.0
12730,1993-03-28,1993,3,28,16.2,28.2,20.3,0.0
12734,1993-04-01,1993,4,1,15.4,27.5,20.9,0.0
12736,1993-04-03,1993,4,3,10.1,16.5,12.4,0.0
12737,1993-04-04,1993,4,4,8.4,13.0,10.7,0.0
12738,1993-04-05,1993,4,5,3.4,13.7,10.6,0.0
12740,1993-04-07,1993,4,7,5.6,26.0,14.9,0.0
12741,1993-04-08,1993,4,8,8.6,22.6,16.4,0.0
12743,1993-04-10,1993,4,10,10.3,27.6,19.0,0.0
12744,1993-04-11,1993,4,11,11.8,27.8,20.2,0.0
12745,1993-04-12,1993,4,12,12.2,27.5,20.4,0.0
12746,1993-04-13,1993,4,13,12.4,28.0,20.2,0.0
12748,1993-04-15,1993,4,15,6.3,21.1,14.7,0.0
12749,1993-04-16,1993,4,16,6.5,22.8,13.8,0.0
12750,1993-04-17,1993,4,17,7.6,24.0,14.8,0.0
12751,1993-04-18,1993,4,18,10.5,24.3,17.1,0.0
12752,1993-04-19,1993,4,19,10.4,18.4,14.0,6.1
12753,1993-04-20,1993,4,20,6.7,18.6,12.0,19.1
12754,1993-04-21,1993,4,21,10.7,16.3,13.3,0.0
12755,1993-04-22,1993,4,22,7.7,18.7,13.1,0.0
12756,1993-04-23,1993,4,23,7.1,20.8,13.3,0.0
12757,1993-04-24,1993,4,24,8.3,20.3,13.8,0.0
12759,1993-04-26,1993,4,26,13.0,23.0,17.6,0.0
12761,1993-04-28,1993,4,28,9.4,25.9,16.9,0.0
12764,1993-05-01,1993,5,1,15.8,27.1,21.1,0.0
12765,1993-05-02,1993,5,2,14.7,21.2,18.2,0.0
12766,1993-05-03,1993,5,3,12.2,22.1,17.1,0.0
12767,1993-05-04,1993,5,4,9.3,17.7,14.4,0.5
12768,1993-05-05,1993,5,5,3.7,17.3,10.5,0.0
12769,1993-05-06,1993,5,6,9.5,13.8,12.3,0.0
12770,1993-05-07,1993,5,7,5.4,20.3,13.6,0.0
12771,1993-05-08,1993,5,8,8.6,18.3,13.5,0.0
12772,1993-05-09,1993,5,9,9.5,19.0,13.4,0.0
12774,1993-05-11,1993,5,11,9.3,15.6,11.9,11.9
12775,1993-05-12,1993,5,12,7.0,16.9,12.1,0.5
12776,1993-05-13,1993,5,13,3.8,16.8,10.6,0.0
12777,1993-05-14,1993,5,14,2.4,17.2,9.5,0.0
12778,1993-05-15,1993,5,15,1.3,18.5,9.7,0.0
12779,1993-05-16,1993,5,16,4.2,18.6,11.5,0.0
12780,1993-05-17,1993,5,17,4.6,19.0,11.9,0.0
12781,1993-05-18,1993,5,18,5.7,18.2,11.9,0.0
12782,1993-05-19,1993,5,19,4.7,21.4,12.8,0.0
12785,1993-05-22,1993,5,22,8.4,21.0,14.8,0.0
12786,1993-05-23,1993,5,23,5.9,19.3,12.4,0.0
12787,1993-05-24,1993,5,24,5.3,11.5,8.8,0.0
12789,1993-05-26,1993,5,26,4.3,6.7,5.6,0.0
12790,1993-05-27,1993,5,27,-3.1,10.6,4.4,0.0
12791,1993-05-28,1993,5,28,-1.8,11.3,3.8,0.0
12792,1993-05-29,1993,5,29,0.7,19.1,8.5,0.0
12793,1993-05-30,1993,5,30,-0.6,13.9,7.9,0.0
12794,1993-05-31,1993,5,31,-3.4,9.8,4.3,0.0
12795,1993-06-01,1993,6,1,-2.8,9.7,3.6,0.0
12796,1993-06-02,1993,6,2,-2.7,13.7,3.6,0.0
12797,1993-06-03,1993,6,3,-0.9,19.5,7.6,0.0
12798,1993-06-04,1993,6,4,3.7,21.4,12.6,0.0
12799,1993-06-05,1993,6,5,1.6,27.3,12.8,0.0
12800,1993-06-06,1993,6,6,10.2,21.2,17.1,0.0
12801,1993-06-07,1993,6,7,8.6,16.7,13.1,0.0
12802,1993-06-08,1993,6,8,5.3,9.4,8.1,2.0
12803,1993-06-09,1993,6,9,3.2,7.7,5.9,0.5
12804,1993-06-10,1993,6,10,3.4,6.6,5.8,0.0
12805,1993-06-11,1993,6,11,4.5,8.7,6.0,3.0
12806,1993-06-12,1993,6,12,2.9,9.9,7.2,0.0
12808,1993-06-14,1993,6,14,-0.6,16.2,6.8,0.0
12809,1993-06-15,1993,6,15,3.8,8.4,6.1,4.1
12810,1993-06-16,1993,6,16,-1.9,13.0,4.5,0.0
12811,1993-06-17,1993,6,17,-1.4,17.5,7.2,0.0
12812,1993-06-18,1993,6,18,0.2,17.0,8.3,0.0
12813,1993-06-19,1993,6,19,1.1,17.7,8.7,0.0
12814,1993-06-20,1993,6,20,1.3,20.7,9.8,0.0
12815,1993-06-21,1993,6,21,2.6,19.8,11.0,0.0
12816,1993-06-22,1993,6,22,3.9,16.5,9.9,0.0
12817,1993-06-23,1993,6,23,1.0,15.2,8.7,0.0
12818,1993-06-24,1993,6,24,0.9,16.0,8.6,0.0
12819,1993-06-25,1993,6,25,1.2,14.9,7.5,0.0
12821,1993-06-27,1993,6,27,11.1,18.6,15.0,0.0
12824,1993-06-30,1993,6,30,2.8,18.1,9.9,0.0
12825,1993-07-01,1993,7,1,5.3,14.0,10.1,0.0
12827,1993-07-03,1993,7,3,-2.2,11.2,4.9,0.0
12828,1993-07-04,1993,7,4,-1.0,12.0,5.6,0.0
12829,1993-07-05,1993,7,5,-0.9,11.9,7.1,0.0
12830,1993-07-06,1993,7,6,-1.4,13.6,6.3,0.0
12831,1993-07-07,1993,7,7,-0.7,15.3,7.3,0.0
12832,1993-07-08,1993,7,8,0.2,18.5,8.2,0.0
12833,1993-07-09,1993,7,9,7.2,16.2,12.3,0.0
12834,1993-07-10,1993,7,10,5.5,11.5,9.6,0.0
12835,1993-07-11,1993,7,11,-2.8,12.5,4.7,0.0
12836,1993-07-12,1993,7,12,3.7,11.4,7.8,0.0
12837,1993-07-13,1993,7,13,-3.2,11.7,4.9,0.0
12839,1993-07-15,1993,7,15,-3.3,14.6,4.4,51.1
12840,1993-07-16,1993,7,16,-0.2,16.1,7.7,0.0
12841,1993-07-17,1993,7,17,-0.9,17.1,7.2,0.0
12842,1993-07-18,1993,7,18,0.1,19.5,8.7,0.0
12843,1993-07-19,1993,7,19,4.3,23.0,13.4,0.0
12844,1993-07-20,1993,7,20,9.5,17.7,13.2,0.0
12845,1993-07-21,1993,7,21,3.3,18.1,11.2,0.0
12847,1993-07-23,1993,7,23,3.1,14.3,9.3,0.0
12849,1993-07-25,1993,7,25,-0.2,16.8,7.7,0.0
12851,1993-07-27,1993,7,27,2.8,10.7,7.2,0.0
12852,1993-07-28,1993,7,28,1.2,7.5,3.9,5.1
12853,1993-07-29,1993,7,29,-3.5,8.9,3.7,0.0
12854,1993-07-30,1993,7,30,-5.8,10.7,2.3,0.0
12855,1993-07-31,1993,7,31,-4.1,11.7,3.2,0.0
12861,1993-08-06,1993,8,6,1.1,16.5,9.1,0.0
12862,1993-08-07,1993,8,7,-1.2,17.5,8.0,0.0
12863,1993-08-08,1993,8,8,4.9,12.4,8.9,0.0
12864,1993-08-09,1993,8,9,-2.2,13.4,5.7,0.0
12866,1993-08-11,1993,8,11,-0.8,18.5,8.4,0.0
12867,1993-08-12,1993,8,12,4.8,21.9,11.9,0.0
12868,1993-08-13,1993,8,13,4.4,23.5,13.6,0.0
12870,1993-08-15,1993,8,15,8.1,14.4,12.4,0.0
12872,1993-08-17,1993,8,17,-2.1,16.9,6.9,0.0
12873,1993-08-18,1993,8,18,0.1,20.0,9.3,0.0
12874,1993-08-19,1993,8,19,1.7,24.5,12.6,0.0
12876,1993-08-21,1993,8,21,4.8,23.0,14.0,0.0
12877,1993-08-22,1993,8,22,4.2,23.9,14.3,0.0
12880,1993-08-25,1993,8,25,10.5,23.9,16.8,0.0
12881,1993-08-26,1993,8,26,4.7,26.8,16.4,0.0
12882,1993-08-27,1993,8,27,7.8,29.7,18.2,0.0
12883,1993-08-28,1993,8,28,10.7,20.7,16.1,0.0
12884,1993-08-29,1993,8,29,5.3,12.8,7.9,0.0
12885,1993-08-30,1993,8,30,1.7,6.5,3.9,3.0
12886,1993-08-31,1993,8,31,0.6,8.3,4.0,0.0
12887,1993-09-01,1993,9,1,-0.7,12.2,6.1,0.0
12888,1993-09-02,1993,9,2,0.7,17.7,8.4,0.0
12890,1993-09-04,1993,9,4,6.6,24.6,15.8,0.0
12891,1993-09-05,1993,9,5,6.5,26.7,17.1,0.0
12892,1993-09-06,1993,9,6,11.7,20.1,15.4,0.0
12893,1993-09-07,1993,9,7,0.7,17.2,10.9,0.0
12894,1993-09-08,1993,9,8,1.6,20.6,11.3,0.0
12896,1993-09-10,1993,9,10,4.1,23.3,14.7,0.0
12897,1993-09-11,1993,9,11,5.8,19.6,14.6,0.0
12898,1993-09-12,1993,9,12,5.6,23.0,14.3,0.0
12899,1993-09-13,1993,9,13,5.6,26.2,16.7,0.0
12900,1993-09-14,1993,9,14,7.9,28.1,17.8,0.0
12901,1993-09-15,1993,9,15,9.6,28.1,18.9,0.0
12902,1993-09-16,1993,9,16,9.2,27.4,19.5,0.0
12903,1993-09-17,1993,9,17,8.3,27.1,17.0,0.0
12904,1993-09-18,1993,9,18,6.3,23.0,15.4,0.0
12906,1993-09-20,1993,9,20,9.3,21.3,13.2,0.0
12907,1993-09-21,1993,9,21,5.8,9.9,7.9,0.5
12908,1993-09-22,1993,9,22,4.6,12.1,7.3,0.5
12909,1993-09-23,1993,9,23,5.5,11.0,7.9,0.5
12910,1993-09-24,1993,9,24,4.3,14.5,9.2,0.3
12911,1993-09-25,1993,9,25,6.7,17.6,11.4,0.0
12912,1993-09-26,1993,9,26,1.9,25.0,13.6,0.0
12913,1993-09-27,1993,9,27,5.3,27.6,16.6,0.0
12914,1993-09-28,1993,9,28,7.8,21.0,12.3,0.0
12916,1993-09-30,1993,9,30,6.8,15.0,11.4,0.5
12917,1993-10-01,1993,10,1,4.8,13.5,8.5,3.0
12918,1993-10-02,1993,10,2,1.8,18.3,10.1,0.5
12919,1993-10-03,1993,10,3,5.5,21.8,13.8,0.0
12920,1993-10-04,1993,10,4,6.0,25.1,16.5,0.0
12921,1993-10-05,1993,10,5,7.0,28.7,18.6,0.0
12924,1993-10-08,1993,10,8,11.3,29.9,22.2,0.0
12925,1993-10-09,1993,10,9,12.4,33.5,23.1,0.0
12926,1993-10-10,1993,10,10,13.2,28.8,23.1,0.0
12929,1993-10-13,1993,10,13,13.6,30.5,22.4,0.0
12930,1993-10-14,1993,10,14,13.6,33.2,23.4,0.0
12931,1993-10-15,1993,10,15,17.1,34.9,26.0,0.0
12932,1993-10-16,1993,10,16,18.6,28.0,24.2,0.0
12933,1993-10-17,1993,10,17,10.6,20.8,15.9,0.0
12936,1993-10-20,1993,10,20,8.9,17.5,12.6,0.0
12937,1993-10-21,1993,10,21,8.8,15.0,12.1,0.0
12938,1993-10-22,1993,10,22,8.4,14.8,11.4,0.0
12939,1993-10-23,1993,10,23,8.2,12.5,10.6,0.5
12940,1993-10-24,1993,10,24,5.7,16.0,10.4,3.0
12941,1993-10-25,1993,10,25,3.8,22.7,12.9,0.0
12942,1993-10-26,1993,10,26,8.9,27.3,17.9,0.0
12943,1993-10-27,1993,10,27,11.5,30.8,21.0,0.0
12946,1993-10-30,1993,10,30,13.1,24.7,17.9,0.0
12947,1993-10-31,1993,10,31,7.8,22.4,14.8,3.0
12948,1993-11-01,1993,11,1,8.8,27.7,18.6,0.0
12949,1993-11-02,1993,11,2,10.8,31.4,21.8,0.0
12950,1993-11-03,1993,11,3,14.3,35.7,24.3,0.0
12951,1993-11-04,1993,11,4,15.2,36.9,25.4,0.0
12952,1993-11-05,1993,11,5,11.3,23.2,18.1,0.0
12953,1993-11-06,1993,11,6,10.6,27.2,19.0,0.0
12955,1993-11-08,1993,11,8,15.8,30.8,23.2,0.0
12956,1993-11-09,1993,11,9,15.2,32.8,24.4,0.0
12957,1993-11-10,1993,11,10,19.3,31.7,26.0,0.0
12958,1993-11-11,1993,11,11,17.4,26.2,22.8,0.0
12959,1993-11-12,1993,11,12,13.6,30.6,22.2,0.0
12960,1993-11-13,1993,11,13,11.8,22.2,15.9,4.1
12961,1993-11-14,1993,11,14,12.4,21.4,16.2,0.0
12962,1993-11-15,1993,11,15,13.5,24.6,18.3,0.0
12963,1993-11-16,1993,11,16,10.7,22.1,17.5,7.1
12964,1993-11-17,1993,11,17,11.1,25.6,18.4,0.0
12965,1993-11-18,1993,11,18,10.4,31.6,21.4,0.0
12967,1993-11-20,1993,11,20,18.3,31.8,24.9,0.0
12968,1993-11-21,1993,11,21,18.9,25.8,23.6,0.0
12969,1993-11-22,1993,11,22,14.5,29.5,22.5,0.0
12970,1993-11-23,1993,11,23,20.1,27.6,23.4,0.0
12971,1993-11-24,1993,11,24,15.5,28.1,22.4,0.0
12972,1993-11-25,1993,11,25,14.3,23.6,19.5,0.0
12973,1993-11-26,1993,11,26,11.2,29.1,19.9,0.0
12974,1993-11-27,1993,11,27,13.3,31.6,23.1,0.0
12976,1993-11-29,1993,11,29,17.4,28.6,23.2,0.0
12977,1993-11-30,1993,11,30,11.7,25.6,18.3,0.0
12979,1993-12-02,1993,12,2,15.3,37.3,25.6,0.0
12980,1993-12-03,1993,12,3,16.9,40.1,29.2,0.0
12981,1993-12-04,1993,12,4,15.9,32.6,21.6,0.0
12982,1993-12-05,1993,12,5,11.2,29.7,20.7,0.0
12983,1993-12-06,1993,12,6,14.8,30.6,23.1,0.0
12984,1993-12-07,1993,12,7,16.1,35.3,25.9,0.0
12986,1993-12-09,1993,12,9,22.3,32.0,28.4,0.0
12987,1993-12-10,1993,12,10,20.4,35.6,28.0,0.0
12988,1993-12-11,1993,12,11,21.9,38.7,29.8,0.0
12989,1993-12-12,1993,12,12,24.5,33.6,29.4,0.0
12992,1993-12-15,1993,12,15,14.0,29.0,21.6,0.0
12994,1993-12-17,1993,12,17,15.3,34.1,25.8,0.0
12995,1993-12-18,1993,12,18,18.1,32.5,25.6,0.5
12996,1993-12-19,1993,12,19,15.3,33.1,26.2,0.0
12997,1993-12-20,1993,12,20,17.0,32.8,25.8,0.0
12998,1993-12-21,1993,12,21,19.2,29.5,25.4,0.0
12999,1993-12-22,1993,12,22,15.3,32.5,25.0,3.0
13000,1993-12-23,1993,12,23,17.2,38.6,27.0,0.0
13001,1993-12-24,1993,12,24,22.6,32.2,28.1,0.0
13002,1993-12-25,1993,12,25,21.8,31.6,26.8,0.0
13003,1993-12-26,1993,12,26,18.3,34.1,25.3,0.0
13004,1993-12-27,1993,12,27,17.6,36.9,28.4,0.0
13006,1993-12-29,1993,12,29,18.0,31.5,24.9,0.0
